												SUCCESSFUL

_replace_verse

----------------------------------------Reference not found. Skipping...(1, 6, range(9, 11))-Guajajara
Reference not found. Skipping...(13, 1, range(51, 55))-NVI



Reference not found. Skipping...(13, 2, range(13, 16))-Guajajara
Reference not found. Skipping...(13, 2, range(13, 16))-Guarani
Reference not found. Skipping...(13, 2, range(13, 16))-NVI



Reference not found. Skipping...(13, 2, range(26, 28))-Guajajara
Reference not found. Skipping...(13, 2, range(26, 28))-Guarani
Reference not found. Skipping...(13, 2, range(26, 28))-NVI



Reference not found. Skipping...(13, 3, range(1, 4))-Guajajara
Reference not found. Skipping...(13, 3, range(1, 4))-Guarani
Reference not found. Skipping...(13, 3, range(1, 4))-NVI



Reference not found. Skipping...(13, 4, range(3, 5))-Guajajara
Reference not found. Skipping...(13, 4, range(3, 5))-Guarani
Reference not found. Skipping...(13, 4, range(3, 5))-NVI



Reference not found. Skipping...(13, 4, range(34, 39))-Guajajara
Reference not found. Skipping...(13, 4, range(34, 39))-Guarani
Reference not found. Skipping...(13, 4, range(34, 39))-NVI



Reference not found. Skipping...(13, 6, range(4, 6))-Guajajara
Reference not found. Skipping...(13, 6, range(4, 6))-Guarani
Reference not found. Skipping...(13, 6, range(4, 6))-NVI



Reference not found. Skipping...(13, 6, range(57, 60))-Guajajara
Reference not found. Skipping...(13, 6, range(57, 60))-Guarani
Reference not found. Skipping...(13, 6, range(57, 60))-NVI



Reference not found. Skipping...(13, 8, range(1, 3))-Guajajara
Reference not found. Skipping...(13, 8, range(1, 3))-Guarani
Reference not found. Skipping...(13, 8, range(1, 3))-NVI



Reference not found. Skipping...(13, 8, range(6, 8))-Guajajara
Reference not found. Skipping...(13, 8, range(6, 8))-Guarani
Reference not found. Skipping...(13, 8, range(6, 8))-NVI



Reference not found. Skipping...(13, 8, range(8, 10))-Guajajara
Reference not found. Skipping...(13, 8, range(8, 10))-Guarani
Reference not found. Skipping...(13, 8, range(8, 10))-NVI



Reference not found. Skipping...(13, 9, range(4, 7))-Guajajara
Reference not found. Skipping...(13, 9, range(4, 7))-Guarani
Reference not found. Skipping...(13, 9, range(4, 7))-NVI



Reference not found. Skipping...(13, 9, range(7, 9))-Guajajara
Reference not found. Skipping...(13, 9, range(7, 9))-Guarani
Reference not found. Skipping...(13, 9, range(7, 9))-NVI



Reference not found. Skipping...(13, 9, range(10, 13))-Guajajara
Reference not found. Skipping...(13, 9, range(10, 13))-Guarani
Reference not found. Skipping...(13, 9, range(10, 13))-NVI



Reference not found. Skipping...(13, 9, range(14, 17))-Guajajara
Reference not found. Skipping...(13, 9, range(14, 17))-Guarani
Reference not found. Skipping...(13, 9, range(14, 17))-NVI



Reference not found. Skipping...(13, 9, range(36, 38))-Guajajara
Reference not found. Skipping...(13, 9, range(36, 38))-Guarani
Reference not found. Skipping...(13, 9, range(36, 38))-NVI



Reference not found. Skipping...(13, 11, range(26, 48))-Guajajara
Reference not found. Skipping...(13, 11, range(26, 48))-Guarani
Reference not found. Skipping...(13, 11, range(26, 48))-NVI



Reference not found. Skipping...(13, 12, range(3, 8))-Guajajara
Reference not found. Skipping...(13, 12, range(3, 8))-Guarani
Reference not found. Skipping...(13, 12, range(3, 8))-NVI



Reference not found. Skipping...(13, 12, range(9, 14))-Guajajara
Reference not found. Skipping...(13, 12, range(9, 14))-Guarani
Reference not found. Skipping...(13, 12, range(9, 14))-NVI



Reference not found. Skipping...(13, 12, range(23, 38))-Guajajara
Reference not found. Skipping...(13, 12, range(23, 38))-Guarani
Reference not found. Skipping...(13, 12, range(23, 38))-NVI



Reference not found. Skipping...(13, 15, range(17, 22))-Guajajara
Reference not found. Skipping...(13, 15, range(17, 22))-Guarani
Reference not found. Skipping...(13, 15, range(17, 22))-NVI



Reference not found. Skipping...(13, 15, range(23, 25))-Guajajara
Reference not found. Skipping...(13, 15, range(23, 25))-Guarani
Reference not found. Skipping...(13, 15, range(23, 25))-NVI



Reference not found. Skipping...(13, 16, range(12, 14))-Guajajara
Reference not found. Skipping...(13, 16, range(12, 14))-Guarani
Reference not found. Skipping...(13, 16, range(12, 14))-NVI



Reference not found. Skipping...(13, 17, range(9, 11))-Guajajara
Reference not found. Skipping...(13, 17, range(9, 11))-Guarani
Reference not found. Skipping...(13, 17, range(9, 11))-NVI



Reference not found. Skipping...(13, 21, range(11, 13))-Guajajara
Reference not found. Skipping...(13, 21, range(11, 13))-Guarani
Reference not found. Skipping...(13, 21, range(11, 13))-NVI



Reference not found. Skipping...(13, 23, range(10, 12))-Guajajara
Reference not found. Skipping...(13, 23, range(10, 12))-Guarani
Reference not found. Skipping...(13, 23, range(10, 12))-NVI



Reference not found. Skipping...(13, 24, range(7, 19))-Guajajara
Reference not found. Skipping...(13, 24, range(7, 19))-Guarani
Reference not found. Skipping...(13, 24, range(7, 19))-NVI



Reference not found. Skipping...(13, 24, range(28, 30))-Guajajara
Reference not found. Skipping...(13, 24, range(28, 30))-Guarani
Reference not found. Skipping...(13, 24, range(28, 30))-NVI



Reference not found. Skipping...(13, 25, range(9, 32))-Guajajara
Reference not found. Skipping...(13, 25, range(9, 32))-Guarani
Reference not found. Skipping...(13, 25, range(9, 32))-NVI



Reference not found. Skipping...(13, 26, range(4, 6))-Guajajara
Reference not found. Skipping...(13, 26, range(4, 6))-Guarani
Reference not found. Skipping...(13, 26, range(4, 6))-NVI



Reference not found. Skipping...(13, 26, range(6, 8))-Guajajara
Reference not found. Skipping...(13, 26, range(6, 8))-Guarani
Reference not found. Skipping...(13, 26, range(6, 8))-NVI



Reference not found. Skipping...(13, 27, range(2, 16))-Guajajara
Reference not found. Skipping...(13, 27, range(2, 16))-Guarani
Reference not found. Skipping...(13, 27, range(2, 16))-NVI



Reference not found. Skipping...(13, 27, range(16, 23))-Guajajara
Reference not found. Skipping...(13, 27, range(16, 23))-Guarani
Reference not found. Skipping...(13, 27, range(16, 23))-NVI



Reference not found. Skipping...(13, 27, range(25, 32))-Guajajara
Reference not found. Skipping...(13, 27, range(25, 32))-Guarani
Reference not found. Skipping...(13, 27, range(25, 32))-NVI



Reference not found. Skipping...(14, 3, range(11, 13))-Guajajara
Reference not found. Skipping...(14, 3, range(11, 13))-Guarani
Reference not found. Skipping...(14, 3, range(11, 13))-NVI



Reference not found. Skipping...(14, 4, range(11, 17))-Guajajara
Reference not found. Skipping...(14, 4, range(11, 17))-Guarani
Reference not found. Skipping...(14, 4, range(11, 17))-NVI



Reference not found. Skipping...(14, 8, range(7, 9))-Guajajara
Reference not found. Skipping...(14, 8, range(7, 9))-Guarani
Reference not found. Skipping...(14, 8, range(7, 9))-NVI



Reference not found. Skipping...(14, 29, range(12, 15))-Guajajara
Reference not found. Skipping...(14, 29, range(12, 15))-Guarani
Reference not found. Skipping...(14, 29, range(12, 15))-NVI



Reference not found. Skipping...(14, 34, range(12, 14))-Guajajara
Reference not found. Skipping...(14, 34, range(12, 14))-Guarani
Reference not found. Skipping...(14, 34, range(12, 14))-NVI



Reference not found. Skipping...(15, 1, range(9, 11))-Guajajara
Reference not found. Skipping...(15, 1, range(9, 11))-Guarani
Reference not found. Skipping...(15, 1, range(9, 11))-NVI



Reference not found. Skipping...(15, 2, range(3, 21))-Guajajara
Reference not found. Skipping...(15, 2, range(3, 21))-Guarani
Reference not found. Skipping...(15, 2, range(3, 21))-NVI



Reference not found. Skipping...(15, 2, range(21, 36))-Guajajara
Reference not found. Skipping...(15, 2, range(21, 36))-Guarani
Reference not found. Skipping...(15, 2, range(21, 36))-NVI



Reference not found. Skipping...(15, 2, range(36, 40))-Guajajara
Reference not found. Skipping...(15, 2, range(36, 40))-Guarani
Reference not found. Skipping...(15, 2, range(36, 40))-NVI



Reference not found. Skipping...(15, 2, range(40, 43))-Guajajara
Reference not found. Skipping...(15, 2, range(40, 43))-Guarani
Reference not found. Skipping...(15, 2, range(40, 43))-NVI



Reference not found. Skipping...(15, 2, range(43, 55))-Guajajara
Reference not found. Skipping...(15, 2, range(43, 55))-Guarani
Reference not found. Skipping...(15, 2, range(43, 55))-NVI



Reference not found. Skipping...(15, 2, range(55, 58))-Guajajara
Reference not found. Skipping...(15, 2, range(55, 58))-Guarani
Reference not found. Skipping...(15, 2, range(55, 58))-NVI



Reference not found. Skipping...(15, 2, range(59, 61))-Guajajara
Reference not found. Skipping...(15, 2, range(59, 61))-Guarani
Reference not found. Skipping...(15, 2, range(59, 61))-NVI



Reference not found. Skipping...(15, 2, range(64, 68))-Guajajara
Reference not found. Skipping...(15, 2, range(64, 68))-Guarani
Reference not found. Skipping...(15, 2, range(64, 68))-NVI



Reference not found. Skipping...(15, 7, range(8, 10))-Guajajara
Reference not found. Skipping...(15, 7, range(8, 10))-Guarani
Reference not found. Skipping...(15, 7, range(8, 10))-NVI



Reference not found. Skipping...(15, 8, range(2, 15))-Guajajara
Reference not found. Skipping...(15, 8, range(2, 15))-Guarani
Reference not found. Skipping...(15, 8, range(2, 15))-NVI



Reference not found. Skipping...(15, 8, range(26, 28))-Guajajara
Reference not found. Skipping...(15, 8, range(26, 28))-Guarani
Reference not found. Skipping...(15, 8, range(26, 28))-NVI



Reference not found. Skipping...(15, 10, range(31, 33))-Guajajara
Reference not found. Skipping...(15, 10, range(31, 33))-Guarani
Reference not found. Skipping...(15, 10, range(31, 33))-NVI



Reference not found. Skipping...(15, 10, range(34, 38))-Guajajara
Reference not found. Skipping...(15, 10, range(34, 38))-Guarani
Reference not found. Skipping...(15, 10, range(34, 38))-NVI



Reference not found. Skipping...(15, 10, range(38, 43))-Guajajara
Reference not found. Skipping...(15, 10, range(38, 43))-Guarani
Reference not found. Skipping...(15, 10, range(38, 43))-NVI



Reference not found. Skipping...(16, 3, range(25, 27))-Guajajara
Reference not found. Skipping...(16, 3, range(25, 27))-Guarani
Reference not found. Skipping...(16, 3, range(25, 27))-NVI



Reference not found. Skipping...(16, 7, range(8, 26))-Guajajara
Reference not found. Skipping...(16, 7, range(8, 26))-Guarani
Reference not found. Skipping...(16, 7, range(8, 26))-NVI



Reference not found. Skipping...(16, 7, range(26, 39))-Guajajara
Reference not found. Skipping...(16, 7, range(26, 39))-Guarani
Reference not found. Skipping...(16, 7, range(26, 39))-NVI



Reference not found. Skipping...(16, 7, range(39, 43))-Guajajara
Reference not found. Skipping...(16, 7, range(39, 43))-Guarani
Reference not found. Skipping...(16, 7, range(39, 43))-NVI



Reference not found. Skipping...(16, 7, range(43, 46))-Guajajara
Reference not found. Skipping...(16, 7, range(43, 46))-Guarani
Reference not found. Skipping...(16, 7, range(43, 46))-NVI



Reference not found. Skipping...(16, 7, range(46, 57))-Guajajara
Reference not found. Skipping...(16, 7, range(46, 57))-Guarani
Reference not found. Skipping...(16, 7, range(46, 57))-NVI



Reference not found. Skipping...(16, 7, range(57, 60))-Guajajara
Reference not found. Skipping...(16, 7, range(57, 60))-Guarani
Reference not found. Skipping...(16, 7, range(57, 60))-NVI



Reference not found. Skipping...(16, 7, range(61, 63))-Guajajara
Reference not found. Skipping...(16, 7, range(61, 63))-Guarani
Reference not found. Skipping...(16, 7, range(61, 63))-NVI



Reference not found. Skipping...(16, 7, range(63, 65))-Guajajara
Reference not found. Skipping...(16, 7, range(63, 65))-Guarani
Reference not found. Skipping...(16, 7, range(63, 65))-NVI



Reference not found. Skipping...(16, 7, range(66, 70))-Guajajara
Reference not found. Skipping...(16, 7, range(66, 70))-Guarani
Reference not found. Skipping...(16, 7, range(66, 70))-NVI



Reference not found. Skipping...(16, 7, range(70, 73))-Guajajara
Reference not found. Skipping...(16, 7, range(70, 73))-Guarani
Reference not found. Skipping...(16, 7, range(70, 73))-NVI



Reference not found. Skipping...(16, 10, range(2, 9))-Guajajara
Reference not found. Skipping...(16, 10, range(2, 9))-Guarani
Reference not found. Skipping...(16, 10, range(2, 9))-NVI



Reference not found. Skipping...(16, 10, range(9, 14))-Guajajara
Reference not found. Skipping...(16, 10, range(9, 14))-Guarani
Reference not found. Skipping...(16, 10, range(9, 14))-NVI



Reference not found. Skipping...(16, 10, range(14, 28))-Guajajara
Reference not found. Skipping...(16, 10, range(14, 28))-Guarani
Reference not found. Skipping...(16, 10, range(14, 28))-NVI



Reference not found. Skipping...(16, 11, range(26, 31))-Guajajara
Reference not found. Skipping...(16, 11, range(26, 31))-Guarani
Reference not found. Skipping...(16, 11, range(26, 31))-NVI



Reference not found. Skipping...(16, 12, range(2, 8))-Guajajara
Reference not found. Skipping...(16, 12, range(2, 8))-Guarani
Reference not found. Skipping...(16, 12, range(2, 8))-NVI



Reference not found. Skipping...(16, 12, range(10, 12))-Guajajara
Reference not found. Skipping...(16, 12, range(10, 12))-Guarani
Reference not found. Skipping...(16, 12, range(10, 12))-NVI



Reference not found. Skipping...(16, 12, range(12, 22))-Guajajara
Reference not found. Skipping...(16, 12, range(12, 22))-Guarani
Reference not found. Skipping...(16, 12, range(12, 22))-NVI



Reference not found. Skipping...(16, 12, range(33, 36))-Guajajara
Reference not found. Skipping...(16, 12, range(33, 36))-Guarani
Reference not found. Skipping...(16, 12, range(33, 36))-NVI



Reference not found. Skipping...(17, 1, range(1, 3))-Guajajara
Reference not found. Skipping...(17, 1, range(1, 3))-Guarani
Reference not found. Skipping...(17, 1, range(1, 3))-NVI



Reference not found. Skipping...(17, 9, range(7, 11))-Guajajara
Reference not found. Skipping...(17, 9, range(7, 11))-Guarani
Reference not found. Skipping...(17, 9, range(7, 11))-NVI



Reference not found. Skipping...(17, 9, range(16, 18))-Guajajara
Reference not found. Skipping...(17, 9, range(16, 18))-Guarani
Reference not found. Skipping...(17, 9, range(16, 18))-NVI



Reference not found. Skipping...(18, 3, range(1, 3))-Guajajara
Reference not found. Skipping...(18, 3, range(1, 3))-Guarani
Reference not found. Skipping...(18, 3, range(1, 3))-NVI



Reference not found. Skipping...(18, 23, range(16, 18))-Guajajara
Reference not found. Skipping...(18, 23, range(16, 18))-Guarani
Reference not found. Skipping...(18, 23, range(16, 18))-NVI



Reference not found. Skipping...(18, 38, range(39, 41))-Guajajara
Reference not found. Skipping...(18, 38, range(39, 41))-Guarani
Reference not found. Skipping...(18, 38, range(39, 41))-NVI



Reference not found. Skipping...(19, 42, range(6, 8))-Guajajara
Reference not found. Skipping...(19, 42, range(6, 8))-Guarani
Reference not found. Skipping...(19, 42, range(6, 8))-NVI



Reference not found. Skipping...(19, 73, range(2, 4))-Guajajara
Reference not found. Skipping...(19, 73, range(2, 4))-Guarani
Reference not found. Skipping...(19, 73, range(2, 4))-NVI



Reference not found. Skipping...(19, 102, range(9, 11))-Guajajara
Reference not found. Skipping...(19, 102, range(9, 11))-Guarani
Reference not found. Skipping...(19, 102, range(9, 11))-NVI



Reference not found. Skipping...(19, 105, range(5, 7))-Guajajara
Reference not found. Skipping...(19, 105, range(5, 7))-Guarani
Reference not found. Skipping...(19, 105, range(5, 7))-NVI



Reference not found. Skipping...(19, 116, range(18, 20))-Guajajara
Reference not found. Skipping...(19, 116, range(18, 20))-Guarani
Reference not found. Skipping...(19, 116, range(18, 20))-NVI



Reference not found. Skipping...(20, 6, range(16, 20))-Guajajara
Reference not found. Skipping...(20, 6, range(16, 20))-Guarani
Reference not found. Skipping...(20, 6, range(16, 20))-NVI



Reference not found. Skipping...(20, 26, range(18, 20))-Guajajara
Reference not found. Skipping...(20, 26, range(18, 20))-Guarani
Reference not found. Skipping...(20, 26, range(18, 20))-NVI



Reference not found. Skipping...(22, 5, range(10, 12))-Guajajara
Reference not found. Skipping...(22, 5, range(10, 12))-Guarani
Reference not found. Skipping...(22, 5, range(10, 12))-NVI



Reference not found. Skipping...(23, 7, range(8, 10))-Guajajara
Reference not found. Skipping...(23, 7, range(8, 10))-Guarani
Reference not found. Skipping...(23, 7, range(8, 10))-NVI



Reference not found. Skipping...(23, 29, range(5, 7))-Guajajara
Reference not found. Skipping...(23, 29, range(5, 7))-Guarani
Reference not found. Skipping...(23, 29, range(5, 7))-NVI



Reference not found. Skipping...(23, 33, range(22, 24))-Guajajara
